RUUU,2.9303, 3.9854, 4.1384, 2.4906, 4.7683, 3.4435, 7.1129
RRUU,3.1234, 3.0989, 2.2071, 5.7447, 2.8941
RRRU,1.9498, 1.9044, 5.0419, 2.1823, 7.7659, 5.3098, 9.319
UUUR,7.2275, 6.0502, 3.6383, 3.678, 3.7744, 4.6639
UURR,6.7765, 8.2593, 3.2541, 7.3642
URRR,8.0851, 5.7571, 5.7063, 4.1431, 6.159, 4.2122
RURU,7.2662, 8.7823, 8.5904, 4.3851, 6.3738, 14.1713
URUR,7.616, 7.8005, 10.2874, 4.235, 12.9538, 7.4257, 4.8429, 4.7328, 7.6156, 11.7108
URRU,3.7121, 3.225, 4.6906, 5.3055, 8.7673, 6.4642, 5.9976
UUUU,1.8536, 2.1278, 2.0265, 2.0149, 2.8899, 3.7274, 2.1317, 2.3685, 3.0435, 1.7394, 1.9227, 3.2009, 2.6518
UP1,1.9498, 8.0851, 5.7571, 5.7063, 1.9044, 4.1431, 6.159, 5.0419, 4.2122, 2.1823, 7.7659, 5.3098, 9.319
UP2,3.7121, 3.1234, 7.616, 7.8005, 6.7765, 3.0989, 8.2593, 10.2874, 3.225, 4.6906, 7.2662, 4.235, 8.7823, 12.9538, 5.3055, 7.4257, 3.2541, 2.2071, 5.7447, 4.8429, 2.8941, 7.3642, 4.7328, 7.6156, 8.7673, 6.4642, 5.9976, 8.5904, 11.7108, 4.3851, 6.3738, 14.1713
UP3,7.2275, 2.9303, 6.0502, 3.6383, 3.678, 3.9854, 4.1384, 2.4906, 4.7683, 3.4435, 3.7744, 4.6639, 7.1129
UP4,1.8536, 2.1278, 2.0265, 2.0149, 2.8899, 3.7274, 2.1317, 2.3685, 3.0435, 1.7394, 1.9227, 3.2009, 2.6518
SW1,2.9303, 1.9498, 1.8536, 3.1234, 1.9044, 3.0989, 2.1278, 5.0419, 3.9854, 2.0265, 4.1384, 2.1823, 2.2071, 2.4906, 2.0149, 5.7447, 4.7683, 3.4435, 2.8941, 7.7659, 2.8899, 5.3098, 7.1129, 3.7274, 2.1317, 9.319, 2.3685, 3.0435, 1.7394, 1.9227, 3.2009, 2.6518
SW2,7.2275, 6.0502, 8.0851, 5.7571, 5.7063, 6.7765, 3.6383, 4.1431, 8.2593, 3.678, 6.159, 4.2122, 3.2541, 3.7744, 7.3642, 4.6639
SW3,3.7121, 3.225, 4.6906, 7.2662, 8.7823, 5.3055, 8.7673, 6.4642, 5.9976, 8.5904, 4.3851, 6.3738, 14.1713
SW4,7.616, 7.8005, 10.2874, 4.235, 12.9538, 7.4257, 4.8429, 4.7328, 7.6156, 11.7108
