RUUU,5.6191, 4.8579, 4.2085, 3.6233, 7.9786
RRUU,11.1151, 5.7592, 2.751
RRRU,3.5407, 3.9474, 3.5378
UUUR,4.0626, 9.5435, 3.2002, 11.4916
UURR,6.2119, 4.5232, 9.7871, 8.4064, 5.28, 2.9185
URRR,5.254, 4.7055, 3.9544, 2.4474
RURU,13.71, 6.885
URUR,7.5025, 9.2545, 4.7602, 5.5119, 8.3231
URRU,5.5255, 7.974, 8.5029, 5.9326
UUUU,2.6613, 2.9808, 3.5235, 3.5743, 3.6382, 6.9214, 6.6745, 4.3736, 4.059
UP1,3.5407, 5.254, 3.9474, 3.5378, 4.7055, 3.9544, 2.4474
UP2,13.71, 7.5025, 6.2119, 9.2545, 11.1151, 4.5232, 9.7871, 8.4064, 5.28, 2.9185, 6.885, 4.7602, 5.5119, 5.7592, 2.751, 8.3231, 5.5255, 7.974, 8.5029, 5.9326
UP3,5.6191, 4.0626, 4.8579, 9.5435, 4.2085, 3.2002, 11.4916, 3.6233, 7.9786
UP4,2.6613, 2.9808, 3.5235, 3.5743, 3.6382, 6.9214, 6.6745, 4.3736, 4.059
SW1,5.6191, 3.5407, 11.1151, 4.8579, 4.2085, 5.7592, 2.751, 3.9474, 2.6613, 3.5378, 3.6233, 7.9786, 2.9808, 3.5235, 3.5743, 3.6382, 6.9214, 6.6745, 4.3736, 4.059
SW2,6.2119, 4.0626, 5.254, 4.5232, 9.7871, 8.4064, 9.5435, 5.28, 2.9185, 3.2002, 11.4916, 4.7055, 3.9544, 2.4474
SW3,13.71, 6.885, 5.5255, 7.974, 8.5029, 5.9326
SW4,7.5025, 9.2545, 4.7602, 5.5119, 8.3231
