RUUU,1.8929, 3.597, 2.8317, 2.4659, 1.5795, 2.9902, 2.447
RRUU,2.2696, 2.5861, 1.555, 2.2813, 1.5823, 2.8831, 1.7375
RRRU,1.8045, 2.0254, 2.0067, 2.1814, 4.4312, 2.3964, 4.67
UUUR,2.5905, 2.3365, 2.3322, 2.1216, 2.021, 3.2881
UURR,1.6121, 3.6419, 4.7039, 5.1807, 1.3718, 2.1762
URRR,3.4557, 5.3591, 2.1729, 2.9999, 1.6537, 1.3822, 2.9478
RURU,3.712, 3.4893, 5.5937, 5.2482, 5.1836, 6.5234, 5.4978
URUR,3.538, 3.7982, 6.4984, 3.295, 4.9321, 7.5312, 5.8521, 4.8475, 3.1734
URRU,3.4836, 4.2756, 4.7471, 4.0421, 3.4002, 3.5786, 2.3862
UUUU,1.3401, 1.6835, 1.4302, 2.6028, 1.5667, 2.9172, 1.6747, 1.3759, 1.8446, 2.8304, 5.0798, 2.78, 1.8781, 1.6838
UP1,1.8045, 3.4557, 5.3591, 2.0254, 2.0067, 2.1729, 2.1814, 4.4312, 2.9999, 1.6537, 2.3964, 1.3822, 4.67, 2.9478
UP2,3.4836, 4.2756, 3.712, 2.2696, 3.538, 1.6121, 3.6419, 3.4893, 4.7039, 5.1807, 1.3718, 4.7471, 5.5937, 5.2482, 3.7982, 5.1836, 4.0421, 3.4002, 2.1762, 2.5861, 1.555, 6.4984, 3.295, 6.5234, 3.5786, 5.4978, 4.9321, 2.3862, 7.5312, 2.2813, 1.5823, 5.8521, 2.8831, 4.8475, 3.1734, 1.7375
UP3,2.5905, 2.3365, 2.3322, 2.1216, 1.8929, 2.021, 3.2881, 3.597, 2.8317, 2.4659, 1.5795, 2.9902, 2.447
UP4,1.3401, 1.6835, 1.4302, 2.6028, 1.5667, 2.9172, 1.6747, 1.3759, 1.8446, 2.8304, 5.0798, 2.78, 1.8781, 1.6838
SW1,1.8045, 2.2696, 1.8929, 1.3401, 1.6835, 1.4302, 2.0254, 2.0067, 2.1814, 4.4312, 2.6028, 3.597, 2.3964, 2.8317, 4.67, 1.5667, 2.9172, 2.5861, 1.555, 1.6747, 1.3759, 1.8446, 2.8304, 2.2813, 2.4659, 5.0798, 1.5823, 1.5795, 2.9902, 2.8831, 2.78, 1.8781, 1.6838, 1.7375, 2.447
SW2,2.5905, 3.4557, 2.3365, 2.3322, 2.1216, 2.021, 5.3591, 1.6121, 3.6419, 2.1729, 3.2881, 4.7039, 5.1807, 1.3718, 2.9999, 1.6537, 1.3822, 2.9478, 2.1762
SW3,3.4836, 4.2756, 3.712, 3.4893, 4.7471, 5.5937, 5.2482, 5.1836, 4.0421, 3.4002, 6.5234, 3.5786, 5.4978, 2.3862
SW4,3.538, 3.7982, 6.4984, 3.295, 4.9321, 7.5312, 5.8521, 4.8475, 3.1734
