RUUU,10.6421, 14.3902, 7.3478, 10.672, 5.8778, 6.4038
RRUU,11.1752, 16.7159, 4.679, 5.192, 2.994
RRRU,4.0347, 15.1503, 16.4713, 6.2088, 7.4174, 4.7709
UUUR,16.9931, 15.3087, 8.0355, 14.2055, 4.4493, 4.6755
UURR,8.5477, 13.7501, 6.01, 4.3287, 7.6509, 11.2345, 3.2617
URRR,12.8769, 6.747, 12.3273, 11.9864, 7.3423, 9.0914
RURU,13.1595, 23.9241, 16.9067, 8.4246, 12.0253, 3.9962
URUR,11.3923, 5.2795, 18.2118, 14.9425, 6.5503, 3.8281, 5.272, 10.8318
URRU,21.1555, 19.0059, 14.4465, 9.1838, 13.5551, 14.0319
UUUU,12.8742, 13.4362, 11.0529, 6.4368, 5.2526, 6.2643, 2.5269, 4.5888, 2.3708, 4.9396, 5.8764, 5.0352, 5.4154
UP1,4.0347, 15.1503, 12.8769, 6.747, 12.3273, 16.4713, 11.9864, 6.2088, 7.4174, 7.3423, 4.7709, 9.0914
UP2,11.1752, 13.1595, 23.9241, 8.5477, 21.1555, 19.0059, 16.7159, 14.4465, 4.679, 13.7501, 11.3923, 5.2795, 9.1838, 5.192, 18.2118, 6.01, 14.9425, 4.3287, 13.5551, 14.0319, 7.6509, 6.5503, 11.2345, 16.9067, 3.2617, 2.994, 8.4246, 3.8281, 5.272, 12.0253, 3.9962, 10.8318
UP3,16.9931, 10.6421, 15.3087, 14.3902, 8.0355, 14.2055, 7.3478, 10.672, 4.4493, 4.6755, 5.8778, 6.4038
UP4,12.8742, 13.4362, 11.0529, 6.4368, 5.2526, 6.2643, 2.5269, 4.5888, 2.3708, 4.9396, 5.8764, 5.0352, 5.4154
SW1,11.1752, 10.6421, 14.3902, 4.0347, 15.1503, 12.8742, 16.4713, 16.7159, 13.4362, 6.2088, 4.679, 7.4174, 7.3478, 4.7709, 5.192, 10.672, 11.0529, 6.4368, 5.2526, 5.8778, 6.4038, 6.2643, 2.5269, 4.5888, 2.994, 2.3708, 4.9396, 5.8764, 5.0352, 5.4154
SW2,16.9931, 15.3087, 12.8769, 6.747, 12.3273, 8.5477, 8.0355, 11.9864, 14.2055, 13.7501, 7.3423, 9.0914, 6.01, 4.4493, 4.3287, 4.6755, 7.6509, 11.2345, 3.2617
SW3,13.1595, 23.9241, 21.1555, 19.0059, 14.4465, 9.1838, 13.5551, 14.0319, 16.9067, 8.4246, 12.0253, 3.9962
SW4,11.3923, 5.2795, 18.2118, 14.9425, 6.5503, 3.8281, 5.272, 10.8318
